relationship_id,source_id,target_id,relationship_type,weight,first_seen,last_seen,source_doc
REL-0000463,ACC-000121,ACC-000001,TRANSACTED,0.0004,2026-08-13T11:46:00,2026-08-13T11:46:00,TRANSACTIONS
REL-0000464,ACC-000122,ACC-000123,TRANSACTED,0.0004,2026-08-12T15:00:00,2026-08-12T15:00:00,TRANSACTIONS
REL-0000465,ACC-000123,ACC-000124,TRANSACTED,0.0004,2026-08-12T15:11:00,2026-08-12T15:11:00,TRANSACTIONS
REL-0000466,ACC-000124,ACC-000125,TRANSACTED,0.0004,2026-08-12T15:24:00,2026-08-12T15:24:00,TRANSACTIONS
REL-0000467,ACC-000125,ACC-000126,TRANSACTED,0.0004,2026-08-12T15:42:00,2026-08-12T15:42:00,TRANSACTIONS
REL-0000468,ACC-000126,ACC-000001,TRANSACTED,0.0004,2026-08-12T15:53:00,2026-08-12T15:53:00,TRANSACTIONS
REL-0000469,ACC-000127,ACC-000128,TRANSACTED,0.0002,2026-07-31T20:00:00,2026-07-31T20:00:00,TRANSACTIONS
REL-0000470,ACC-000128,ACC-000129,TRANSACTED,0.0002,2026-07-31T20:22:00,2026-07-31T20:22:00,TRANSACTIONS
REL-0000471,ACC-000129,ACC-000001,TRANSACTED,0.0002,2026-07-31T20:57:00,2026-07-31T20:57:00,TRANSACTIONS
REL-0000472,ACC-000130,ACC-000131,TRANSACTED,0.0004,2026-08-15T21:00:00,2026-08-15T21:00:00,TRANSACTIONS
REL-0000473,ACC-000131,ACC-000132,TRANSACTED,0.0004,2026-08-15T21:16:00,2026-08-15T21:16:00,TRANSACTIONS
REL-0000474,ACC-000132,ACC-000001,TRANSACTED,0.0004,2026-08-15T21:43:00,2026-08-15T21:43:00,TRANSACTIONS
REL-0000475,ACC-000133,ACC-000134,TRANSACTED,0.0003,2026-08-06T09:00:00,2026-08-06T09:00:00,TRANSACTIONS
REL-0000476,ACC-000134,ACC-000135,TRANSACTED,0.0003,2026-08-06T09:16:00,2026-08-06T09:16:00,TRANSACTIONS
REL-0000477,ACC-000135,ACC-000136,TRANSACTED,0.0003,2026-08-06T09:27:00,2026-08-06T09:27:00,TRANSACTIONS
REL-0000478,ACC-000136,ACC-000137,TRANSACTED,0.0003,2026-08-06T09:53:00,2026-08-06T09:53:00,TRANSACTIONS
REL-0000479,ACC-000137,ACC-000001,TRANSACTED,0.0003,2026-08-06T10:08:00,2026-08-06T10:08:00,TRANSACTIONS
REL-0000480,ACC-000138,ACC-000139,TRANSACTED,0.0003,2026-08-08T14:00:00,2026-08-08T14:00:00,TRANSACTIONS
REL-0000481,ACC-000139,ACC-000140,TRANSACTED,0.0003,2026-08-08T14:34:00,2026-08-08T14:34:00,TRANSACTIONS
REL-0000482,ACC-000140,ACC-000001,TRANSACTED,0.0003,2026-08-08T14:55:00,2026-08-08T14:55:00,TRANSACTIONS
REL-0000483,ACC-000141,ACC-000142,TRANSACTED,0.0003,2026-08-10T10:00:00,2026-08-10T10:00:00,TRANSACTIONS
REL-0000484,ACC-000142,ACC-000143,TRANSACTED,0.0003,2026-08-10T10:04:00,2026-08-10T10:04:00,TRANSACTIONS
REL-0000485,ACC-000143,ACC-000001,TRANSACTED,0.0003,2026-08-10T10:40:00,2026-08-10T10:40:00,TRANSACTIONS
REL-0000486,ACC-000144,ACC-000145,TRANSACTED,0.0003,2026-08-05T19:00:00,2026-08-05T19:00:00,TRANSACTIONS
REL-0000487,ACC-000145,ACC-000146,TRANSACTED,0.0003,2026-08-05T19:27:00,2026-08-05T19:27:00,TRANSACTIONS
REL-0000488,ACC-000146,ACC-000147,TRANSACTED,0.0003,2026-08-05T20:08:00,2026-08-05T20:08:00,TRANSACTIONS
REL-0000489,ACC-000147,ACC-000148,TRANSACTED,0.0003,2026-08-05T20:42:00,2026-08-05T20:42:00,TRANSACTIONS
REL-0000490,ACC-000148,ACC-000001,TRANSACTED,0.0003,2026-08-05T21:25:00,2026-08-05T21:25:00,TRANSACTIONS
REL-0000491,ACC-000149,ACC-000150,TRANSACTED,0.0006,2026-08-19T20:00:00,2026-08-19T20:00:00,TRANSACTIONS
REL-0000492,ACC-000150,ACC-000151,TRANSACTED,0.0006,2026-08-19T20:23:00,2026-08-19T20:23:00,TRANSACTIONS
REL-0000493,ACC-000151,ACC-000152,TRANSACTED,0.0006,2026-08-19T21:00:00,2026-08-19T21:00:00,TRANSACTIONS
REL-0000494,ACC-000152,ACC-000153,TRANSACTED,0.0006,2026-08-19T21:43:00,2026-08-19T21:43:00,TRANSACTIONS
REL-0000495,ACC-000153,ACC-000001,TRANSACTED,0.0006,2026-08-19T22:21:00,2026-08-19T22:21:00,TRANSACTIONS
REL-0000496,ACC-000154,ACC-000155,TRANSACTED,0.0003,2026-08-07T14:00:00,2026-08-07T14:00:00,TRANSACTIONS
REL-0000497,ACC-000155,ACC-000156,TRANSACTED,0.0003,2026-08-07T14:24:00,2026-08-07T14:24:00,TRANSACTIONS
REL-0000498,ACC-000156,ACC-000157,TRANSACTED,0.0003,2026-08-07T14:38:00,2026-08-07T14:38:00,TRANSACTIONS
REL-0000499,ACC-000157,ACC-000001,TRANSACTED,0.0003,2026-08-07T15:17:00,2026-08-07T15:17:00,TRANSACTIONS
REL-0000500,ACC-000158,ACC-000159,TRANSACTED,0.0005,2026-08-19T09:00:00,2026-08-19T09:00:00,TRANSACTIONS
REL-0000501,ACC-000159,ACC-000160,TRANSACTED,0.0005,2026-08-19T09:07:00,2026-08-19T09:07:00,TRANSACTIONS
REL-0000502,ACC-000160,ACC-000161,TRANSACTED,0.0005,2026-08-19T09:27:00,2026-08-19T09:27:00,TRANSACTIONS
REL-0000503,ACC-000161,ACC-000001,TRANSACTED,0.0005,2026-08-19T10:03:00,2026-08-19T10:03:00,TRANSACTIONS
REL-0000504,ACC-000162,ACC-000163,TRANSACTED,0.0002,2026-07-29T16:00:00,2026-07-29T16:00:00,TRANSACTIONS
REL-0000505,ACC-000163,ACC-000164,TRANSACTED,0.0002,2026-07-29T16:27:00,2026-07-29T16:27:00,TRANSACTIONS
REL-0000506,ACC-000164,ACC-000165,TRANSACTED,0.0002,2026-07-29T17:06:00,2026-07-29T17:06:00,TRANSACTIONS
REL-0000507,ACC-000165,ACC-000166,TRANSACTED,0.0002,2026-07-29T17:11:00,2026-07-29T17:11:00,TRANSACTIONS
REL-0000508,ACC-000166,ACC-000001,TRANSACTED,0.0002,2026-07-29T17:44:00,2026-07-29T17:44:00,TRANSACTIONS
REL-0000509,ACC-000167,ACC-000168,TRANSACTED,0.0004,2026-08-08T15:00:00,2026-08-08T15:00:00,TRANSACTIONS
REL-0000510,ACC-000168,ACC-000169,TRANSACTED,0.0004,2026-08-08T15:10:00,2026-08-08T15:10:00,TRANSACTIONS
REL-0000511,ACC-000169,ACC-000170,TRANSACTED,0.0004,2026-08-08T15:31:00,2026-08-08T15:31:00,TRANSACTIONS
REL-0000512,ACC-000170,ACC-000171,TRANSACTED,0.0004,2026-08-08T16:00:00,2026-08-08T16:00:00,TRANSACTIONS
REL-0000513,ACC-000171,ACC-000001,TRANSACTED,0.0004,2026-08-08T16:42:00,2026-08-08T16:42:00,TRANSACTIONS
REL-0000514,ACC-000172,ACC-000173,TRANSACTED,0.0006,2026-08-20T13:00:00,2026-08-20T13:00:00,TRANSACTIONS
REL-0000515,ACC-000173,ACC-000174,TRANSACTED,0.0006,2026-08-20T13:42:00,2026-08-20T13:42:00,TRANSACTIONS
REL-0000516,ACC-000174,ACC-000175,TRANSACTED,0.0006,2026-08-20T14:24:00,2026-08-20T14:24:00,TRANSACTIONS
REL-0000517,ACC-000175,ACC-000001,TRANSACTED,0.0006,2026-08-20T14:45:00,2026-08-20T14:45:00,TRANSACTIONS
REL-0000518,ACC-000176,ACC-000177,TRANSACTED,0.0003,2026-08-08T13:00:00,2026-08-08T13:00:00,TRANSACTIONS
REL-0000519,ACC-000177,ACC-000178,TRANSACTED,0.0003,2026-08-08T13:36:00,2026-08-08T13:36:00,TRANSACTIONS
REL-0000520,ACC-000178,ACC-000001,TRANSACTED,0.0003,2026-08-08T14:08:00,2026-08-08T14:08:00,TRANSACTIONS
REL-0000521,ACC-000179,ACC-000180,TRANSACTED,0.0005,2026-08-16T10:00:00,2026-08-16T10:00:00,TRANSACTIONS
REL-0000522,ACC-000180,ACC-000181,TRANSACTED,0.0005,2026-08-16T10:17:00,2026-08-16T10:17:00,TRANSACTIONS
REL-0000523,ACC-000181,ACC-000182,TRANSACTED,0.0005,2026-08-16T10:36:00,2026-08-16T10:36:00,TRANSACTIONS
REL-0000524,ACC-000182,ACC-000001,TRANSACTED,0.0005,2026-08-16T11:15:00,2026-08-16T11:15:00,TRANSACTIONS
REL-0000525,ACC-000183,ACC-000184,TRANSACTED,0.0004,2026-08-13T10:00:00,2026-08-13T10:00:00,TRANSACTIONS
REL-0000526,ACC-000184,ACC-000185,TRANSACTED,0.0004,2026-08-13T10:16:00,2026-08-13T10:16:00,TRANSACTIONS
REL-0000527,ACC-000185,ACC-000186,TRANSACTED,0.0004,2026-08-13T10:23:00,2026-08-13T10:23:00,TRANSACTIONS
REL-0000528,ACC-000186,ACC-000187,TRANSACTED,0.0004,2026-08-13T10:53:00,2026-08-13T10:53:00,TRANSACTIONS
REL-0000529,ACC-000187,ACC-000001,TRANSACTED,0.0004,2026-08-13T11:05:00,2026-08-13T11:05:00,TRANSACTIONS
REL-0000530,ACC-000188,ACC-000189,TRANSACTED,0.0003,2026-08-08T16:00:00,2026-08-08T16:00:00,TRANSACTIONS
REL-0000531,ACC-000189,ACC-000190,TRANSACTED,0.0003,2026-08-08T16:08:00,2026-08-08T16:08:00,TRANSACTIONS
REL-0000532,ACC-000190,ACC-000001,TRANSACTED,0.0003,2026-08-08T16:43:00,2026-08-08T16:43:00,TRANSACTIONS
REL-0000533,ACC-000191,ACC-000192,TRANSACTED,0.0005,2026-08-12T18:00:00,2026-08-12T18:00:00,TRANSACTIONS
REL-0000534,ACC-000192,ACC-000193,TRANSACTED,0.0005,2026-08-12T18:31:00,2026-08-12T18:31:00,TRANSACTIONS
REL-0000535,ACC-000193,ACC-000194,TRANSACTED,0.0005,2026-08-12T18:53:00,2026-08-12T18:53:00,TRANSACTIONS
REL-0000536,ACC-000194,ACC-000195,TRANSACTED,0.0005,2026-08-12T19:31:00,2026-08-12T19:31:00,TRANSACTIONS
REL-0000537,ACC-000195,ACC-000001,TRANSACTED,0.0005,2026-08-12T19:47:00,2026-08-12T19:47:00,TRANSACTIONS
REL-0000538,ACC-000196,ACC-000197,TRANSACTED,0.0003,2026-08-07T10:00:00,2026-08-07T10:00:00,TRANSACTIONS
REL-0000539,ACC-000197,ACC-000198,TRANSACTED,0.0003,2026-08-07T10:27:00,2026-08-07T10:27:00,TRANSACTIONS
REL-0000540,ACC-000198,ACC-000199,TRANSACTED,0.0003,2026-08-07T10:56:00,2026-08-07T10:56:00,TRANSACTIONS
REL-0000541,ACC-000199,ACC-000200,TRANSACTED,0.0003,2026-08-07T11:30:00,2026-08-07T11:30:00,TRANSACTIONS
REL-0000542,ACC-000200,ACC-000001,TRANSACTED,0.0003,2026-08-07T11:42:00,2026-08-07T11:42:00,TRANSACTIONS
REL-0000543,ACC-000201,ACC-000202,TRANSACTED,0.0007,2026-08-20T21:00:00,2026-08-20T21:00:00,TRANSACTIONS
REL-0000544,ACC-000202,ACC-000203,TRANSACTED,0.0007,2026-08-20T21:13:00,2026-08-20T21:13:00,TRANSACTIONS
REL-0000545,ACC-000203,ACC-000001,TRANSACTED,0.0007,2026-08-20T21:27:00,2026-08-20T21:27:00,TRANSACTIONS
REL-0000546,ACC-000204,ACC-000205,TRANSACTED,0.0002,2026-07-28T19:00:00,2026-07-28T19:00:00,TRANSACTIONS
REL-0000547,ACC-000205,ACC-000206,TRANSACTED,0.0002,2026-07-28T19:05:00,2026-07-28T19:05:00,TRANSACTIONS
REL-0000548,ACC-000206,ACC-000001,TRANSACTED,0.0002,2026-07-28T19:50:00,2026-07-28T19:50:00,TRANSACTIONS
REL-0000549,ACC-000207,ACC-000208,TRANSACTED,0.0004,2026-08-13T20:00:00,2026-08-13T20:00:00,TRANSACTIONS
REL-0000550,ACC-000208,ACC-000209,TRANSACTED,0.0004,2026-08-13T20:43:00,2026-08-13T20:43:00,TRANSACTIONS
REL-0000551,ACC-000209,ACC-000001,TRANSACTED,0.0004,2026-08-13T20:46:00,2026-08-13T20:46:00,TRANSACTIONS
REL-0000552,ACC-000210,ACC-000211,TRANSACTED,0.0004,2026-08-13T19:00:00,2026-08-13T19:00:00,TRANSACTIONS
REL-0000553,ACC-000211,ACC-000212,TRANSACTED,0.0004,2026-08-13T19:02:00,2026-08-13T19:02:00,TRANSACTIONS
REL-0000554,ACC-000212,ACC-000001,TRANSACTED,0.0004,2026-08-13T19:09:00,2026-08-13T19:09:00,TRANSACTIONS
REL-0000555,ACC-000213,ACC-000214,TRANSACTED,0.0001,2026-07-22T14:00:00,2026-07-22T14:00:00,TRANSACTIONS
REL-0000556,ACC-000214,ACC-000215,TRANSACTED,0.0001,2026-07-22T14:13:00,2026-07-22T14:13:00,TRANSACTIONS
REL-0000557,ACC-000215,ACC-000216,TRANSACTED,0.0001,2026-07-22T14:21:00,2026-07-22T14:21:00,TRANSACTIONS
REL-0000558,ACC-000216,ACC-000001,TRANSACTED,0.0001,2026-07-22T14:46:00,2026-07-22T14:46:00,TRANSACTIONS
REL-0000559,ACC-000217,ACC-000218,TRANSACTED,0.0001,2026-07-22T11:00:00,2026-07-22T11:00:00,TRANSACTIONS
REL-0000560,ACC-000218,ACC-000219,TRANSACTED,0.0001,2026-07-22T11:36:00,2026-07-22T11:36:00,TRANSACTIONS
REL-0000561,ACC-000219,ACC-000001,TRANSACTED,0.0001,2026-07-22T12:06:00,2026-07-22T12:06:00,TRANSACTIONS
REL-0000562,ACC-000220,ACC-000221,TRANSACTED,0.0004,2026-08-14T17:00:00,2026-08-14T17:00:00,TRANSACTIONS
REL-0000563,ACC-000221,ACC-000222,TRANSACTED,0.0004,2026-08-14T17:44:00,2026-08-14T17:44:00,TRANSACTIONS
REL-0000564,ACC-000222,ACC-000001,TRANSACTED,0.0004,2026-08-14T18:13:00,2026-08-14T18:13:00,TRANSACTIONS
REL-0000565,ACC-000223,ACC-000224,TRANSACTED,0.0002,2026-08-02T10:00:00,2026-08-02T10:00:00,TRANSACTIONS
REL-0000566,ACC-000224,ACC-000225,TRANSACTED,0.0002,2026-08-02T10:36:00,2026-08-02T10:36:00,TRANSACTIONS
REL-0000567,ACC-000225,ACC-000001,TRANSACTED,0.0002,2026-08-02T10:53:00,2026-08-02T10:53:00,TRANSACTIONS
REL-0000568,ACC-000226,ACC-000227,TRANSACTED,0.0003,2026-08-09T16:00:00,2026-08-09T16:00:00,TRANSACTIONS
REL-0000569,ACC-000227,ACC-000228,TRANSACTED,0.0003,2026-08-09T16:06:00,2026-08-09T16:06:00,TRANSACTIONS
REL-0000570,ACC-000228,ACC-000229,TRANSACTED,0.0003,2026-08-09T16:37:00,2026-08-09T16:37:00,TRANSACTIONS
REL-0000571,ACC-000229,ACC-000230,TRANSACTED,0.0003,2026-08-09T16:47:00,2026-08-09T16:47:00,TRANSACTIONS
REL-0000572,ACC-000230,ACC-000001,TRANSACTED,0.0003,2026-08-09T16:49:00,2026-08-09T16:49:00,TRANSACTIONS
REL-0000573,ACC-000231,ACC-000232,TRANSACTED,0.0002,2026-07-25T11:00:00,2026-07-25T11:00:00,TRANSACTIONS
REL-0000574,ACC-000232,ACC-000233,TRANSACTED,0.0002,2026-07-25T11:20:00,2026-07-25T11:20:00,TRANSACTIONS
REL-0000575,ACC-000233,ACC-000234,TRANSACTED,0.0002,2026-07-25T11:59:00,2026-07-25T11:59:00,TRANSACTIONS
REL-0000576,ACC-000234,ACC-000001,TRANSACTED,0.0002,2026-07-25T12:07:00,2026-07-25T12:07:00,TRANSACTIONS
REL-0000577,ACC-000235,ACC-000236,TRANSACTED,0.0003,2026-08-06T12:00:00,2026-08-06T12:00:00,TRANSACTIONS
REL-0000578,ACC-000236,ACC-000237,TRANSACTED,0.0003,2026-08-06T12:34:00,2026-08-06T12:34:00,TRANSACTIONS
REL-0000579,ACC-000237,ACC-000238,TRANSACTED,0.0003,2026-08-06T13:12:00,2026-08-06T13:12:00,TRANSACTIONS
REL-0000580,ACC-000238,ACC-000239,TRANSACTED,0.0003,2026-08-06T13:31:00,2026-08-06T13:31:00,TRANSACTIONS
REL-0000581,ACC-000239,ACC-000001,TRANSACTED,0.0003,2026-08-06T13:48:00,2026-08-06T13:48:00,TRANSACTIONS
REL-0000582,ACC-000240,ACC-000241,TRANSACTED,0.0003,2026-08-03T09:00:00,2026-08-03T09:00:00,TRANSACTIONS
REL-0000583,ACC-000241,ACC-000242,TRANSACTED,0.0003,2026-08-03T09:27:00,2026-08-03T09:27:00,TRANSACTIONS
REL-0000584,ACC-000242,ACC-000243,TRANSACTED,0.0003,2026-08-03T09:58:00,2026-08-03T09:58:00,TRANSACTIONS
REL-0000585,ACC-000243,ACC-000001,TRANSACTED,0.0003,2026-08-03T10:12:00,2026-08-03T10:12:00,TRANSACTIONS
REL-0000586,ACC-000244,ACC-000245,TRANSACTED,0.0004,2026-08-08T20:00:00,2026-08-08T20:00:00,TRANSACTIONS
REL-0000587,ACC-000245,ACC-000246,TRANSACTED,0.0004,2026-08-08T20:33:00,2026-08-08T20:33:00,TRANSACTIONS
REL-0000588,ACC-000246,ACC-000247,TRANSACTED,0.0004,2026-08-08T21:07:00,2026-08-08T21:07:00,TRANSACTIONS
REL-0000589,ACC-000247,ACC-000248,TRANSACTED,0.0004,2026-08-08T21:12:00,2026-08-08T21:12:00,TRANSACTIONS
REL-0000590,ACC-000248,ACC-000001,TRANSACTED,0.0004,2026-08-08T21:17:00,2026-08-08T21:17:00,TRANSACTIONS
REL-0000591,ACC-000249,ACC-000250,TRANSACTED,0.0002,2026-07-27T19:00:00,2026-07-27T19:00:00,TRANSACTIONS
REL-0000592,ACC-000250,ACC-000251,TRANSACTED,0.0002,2026-07-27T19:12:00,2026-07-27T19:12:00,TRANSACTIONS
REL-0000593,ACC-000251,ACC-000252,TRANSACTED,0.0002,2026-07-27T19:25:00,2026-07-27T19:25:00,TRANSACTIONS
REL-0000594,ACC-000252,ACC-000253,TRANSACTED,0.0002,2026-07-27T19:46:00,2026-07-27T19:46:00,TRANSACTIONS
REL-0000595,ACC-000253,ACC-000001,TRANSACTED,0.0002,2026-07-27T20:11:00,2026-07-27T20:11:00,TRANSACTIONS
REL-0000596,ACC-000254,ACC-000255,TRANSACTED,0.0003,2026-08-07T10:00:00,2026-08-07T10:00:00,TRANSACTIONS
REL-0000597,ACC-000255,ACC-000256,TRANSACTED,0.0003,2026-08-07T10:41:00,2026-08-07T10:41:00,TRANSACTIONS
REL-0000598,ACC-000256,ACC-000257,TRANSACTED,0.0003,2026-08-07T11:10:00,2026-08-07T11:10:00,TRANSACTIONS
REL-0000599,ACC-000257,ACC-000001,TRANSACTED,0.0003,2026-08-07T11:14:00,2026-08-07T11:14:00,TRANSACTIONS
REL-0000600,ACC-000258,ACC-000259,TRANSACTED,0.0004,2026-08-08T12:00:00,2026-08-08T12:00:00,TRANSACTIONS
REL-0000601,ACC-000259,ACC-000260,TRANSACTED,0.0004,2026-08-08T12:43:00,2026-08-08T12:43:00,TRANSACTIONS
REL-0000602,ACC-000260,ACC-000261,TRANSACTED,0.0004,2026-08-08T12:56:00,2026-08-08T12:56:00,TRANSACTIONS
REL-0000603,ACC-000261,ACC-000262,TRANSACTED,0.0004,2026-08-08T13:37:00,2026-08-08T13:37:00,TRANSACTIONS
REL-0000604,ACC-000262,ACC-000001,TRANSACTED,0.0004,2026-08-08T14:08:00,2026-08-08T14:08:00,TRANSACTIONS
REL-0000605,ACC-000263,ACC-000264,TRANSACTED,0.0001,2026-07-22T18:00:00,2026-07-22T18:00:00,TRANSACTIONS
REL-0000606,ACC-000264,ACC-000265,TRANSACTED,0.0001,2026-07-22T18:28:00,2026-07-22T18:28:00,TRANSACTIONS
REL-0000607,ACC-000265,ACC-000001,TRANSACTED,0.0001,2026-07-22T18:54:00,2026-07-22T18:54:00,TRANSACTIONS
REL-0000608,ACC-000266,ACC-000267,TRANSACTED,0.0003,2026-08-04T18:00:00,2026-08-04T18:00:00,TRANSACTIONS
REL-0000609,ACC-000267,ACC-000268,TRANSACTED,0.0003,2026-08-04T18:17:00,2026-08-04T18:17:00,TRANSACTIONS
REL-0000610,ACC-000268,ACC-000269,TRANSACTED,0.0003,2026-08-04T18:45:00,2026-08-04T18:45:00,TRANSACTIONS
REL-0000611,ACC-000269,ACC-000270,TRANSACTED,0.0003,2026-08-04T19:03:00,2026-08-04T19:03:00,TRANSACTIONS
REL-0000612,ACC-000270,ACC-000001,TRANSACTED,0.0003,2026-08-04T19:19:00,2026-08-04T19:19:00,TRANSACTIONS
REL-0000613,ACC-000271,ACC-000272,TRANSACTED,0.0002,2026-07-30T20:00:00,2026-07-30T20:00:00,TRANSACTIONS
REL-0000614,ACC-000272,ACC-000273,TRANSACTED,0.0002,2026-07-30T20:25:00,2026-07-30T20:25:00,TRANSACTIONS
REL-0000615,ACC-000273,ACC-000274,TRANSACTED,0.0002,2026-07-30T20:52:00,2026-07-30T20:52:00,TRANSACTIONS
REL-0000616,ACC-000274,ACC-000275,TRANSACTED,0.0002,2026-07-30T21:02:00,2026-07-30T21:02:00,TRANSACTIONS
REL-0000617,ACC-000275,ACC-000001,TRANSACTED,0.0002,2026-07-30T21:19:00,2026-07-30T21:19:00,TRANSACTIONS
REL-0000618,ACC-000276,ACC-000277,TRANSACTED,0.0004,2026-08-05T13:00:00,2026-08-05T13:00:00,TRANSACTIONS
REL-0000619,ACC-000277,ACC-000278,TRANSACTED,0.0004,2026-08-05T13:26:00,2026-08-05T13:26:00,TRANSACTIONS
REL-0000620,ACC-000278,ACC-000001,TRANSACTED,0.0004,2026-08-05T13:32:00,2026-08-05T13:32:00,TRANSACTIONS
REL-0000621,ACC-000279,ACC-000280,TRANSACTED,0.0004,2026-08-15T15:00:00,2026-08-15T15:00:00,TRANSACTIONS
REL-0000622,ACC-000280,ACC-000281,TRANSACTED,0.0004,2026-08-15T15:05:00,2026-08-15T15:05:00,TRANSACTIONS
REL-0000623,ACC-000281,ACC-000282,TRANSACTED,0.0004,2026-08-15T15:49:00,2026-08-15T15:49:00,TRANSACTIONS
REL-0000624,ACC-000282,ACC-000001,TRANSACTED,0.0004,2026-08-15T16:18:00,2026-08-15T16:18:00,TRANSACTIONS
REL-0000625,ACC-000283,ACC-000284,TRANSACTED,0.0003,2026-08-05T16:00:00,2026-08-05T16:00:00,TRANSACTIONS
REL-0000626,ACC-000284,ACC-000285,TRANSACTED,0.0003,2026-08-05T16:43:00,2026-08-05T16:43:00,TRANSACTIONS
REL-0000627,ACC-000285,ACC-000001,TRANSACTED,0.0003,2026-08-05T17:23:00,2026-08-05T17:23:00,TRANSACTIONS
REL-0000628,ACC-000286,ACC-000287,TRANSACTED,0.0003,2026-08-06T15:00:00,2026-08-06T15:00:00,TRANSACTIONS
REL-0000629,ACC-000287,ACC-000288,TRANSACTED,0.0003,2026-08-06T15:44:00,2026-08-06T15:44:00,TRANSACTIONS
REL-0000630,ACC-000288,ACC-000289,TRANSACTED,0.0003,2026-08-06T15:48:00,2026-08-06T15:48:00,TRANSACTIONS
REL-0000631,ACC-000289,ACC-000290,TRANSACTED,0.0003,2026-08-06T16:21:00,2026-08-06T16:21:00,TRANSACTIONS
REL-0000632,ACC-000290,ACC-000001,TRANSACTED,0.0003,2026-08-06T16:53:00,2026-08-06T16:53:00,TRANSACTIONS
REL-0000633,ACC-000291,ACC-000292,TRANSACTED,0.0002,2026-07-30T18:00:00,2026-07-30T18:00:00,TRANSACTIONS
REL-0000634,ACC-000292,ACC-000293,TRANSACTED,0.0002,2026-07-30T18:07:00,2026-07-30T18:07:00,TRANSACTIONS
REL-0000635,ACC-000293,ACC-000294,TRANSACTED,0.0002,2026-07-30T18:40:00,2026-07-30T18:40:00,TRANSACTIONS
REL-0000636,ACC-000294,ACC-000001,TRANSACTED,0.0002,2026-07-30T19:17:00,2026-07-30T19:17:00,TRANSACTIONS
REL-0000637,ACC-000295,ACC-000296,TRANSACTED,0.0002,2026-07-26T18:00:00,2026-07-26T18:00:00,TRANSACTIONS
REL-0000638,ACC-000296,ACC-000297,TRANSACTED,0.0002,2026-07-26T18:21:00,2026-07-26T18:21:00,TRANSACTIONS
REL-0000639,ACC-000297,ACC-000298,TRANSACTED,0.0002,2026-07-26T19:05:00,2026-07-26T19:05:00,TRANSACTIONS
REL-0000640,ACC-000298,ACC-000001,TRANSACTED,0.0002,2026-07-26T19:09:00,2026-07-26T19:09:00,TRANSACTIONS
REL-0000641,ACC-000299,ACC-000300,TRANSACTED,0.0004,2026-08-20T13:00:00,2026-08-20T13:00:00,TRANSACTIONS
REL-0000642,ACC-000300,ACC-000301,TRANSACTED,0.0004,2026-08-20T13:43:00,2026-08-20T13:43:00,TRANSACTIONS
REL-0000643,ACC-000301,ACC-000302,TRANSACTED,0.0004,2026-08-20T14:24:00,2026-08-20T14:24:00,TRANSACTIONS
REL-0000644,ACC-000302,ACC-000303,TRANSACTED,0.0004,2026-08-20T14:38:00,2026-08-20T14:38:00,TRANSACTIONS
REL-0000645,ACC-000303,ACC-000001,TRANSACTED,0.0004,2026-08-20T14:41:00,2026-08-20T14:41:00,TRANSACTIONS
REL-0000646,ACC-000304,ACC-000305,TRANSACTED,0.0003,2026-08-09T17:00:00,2026-08-09T17:00:00,TRANSACTIONS
REL-0000647,ACC-000305,ACC-000306,TRANSACTED,0.0003,2026-08-09T17:02:00,2026-08-09T17:02:00,TRANSACTIONS
REL-0000648,ACC-000306,ACC-000307,TRANSACTED,0.0003,2026-08-09T17:16:00,2026-08-09T17:16:00,TRANSACTIONS
REL-0000649,ACC-000307,ACC-000308,TRANSACTED,0.0003,2026-08-09T17:43:00,2026-08-09T17:43:00,TRANSACTIONS
REL-0000650,ACC-000308,ACC-000001,TRANSACTED,0.0003,2026-08-09T18:14:00,2026-08-09T18:14:00,TRANSACTIONS
REL-0000651,ACC-000309,ACC-000310,TRANSACTED,0.0002,2026-07-25T16:00:00,2026-07-25T16:00:00,TRANSACTIONS
REL-0000652,ACC-000310,ACC-000311,TRANSACTED,0.0002,2026-07-25T16:32:00,2026-07-25T16:32:00,TRANSACTIONS
REL-0000653,ACC-000311,ACC-000312,TRANSACTED,0.0002,2026-07-25T17:06:00,2026-07-25T17:06:00,TRANSACTIONS
REL-0000654,ACC-000312,ACC-000001,TRANSACTED,0.0002,2026-07-25T17:20:00,2026-07-25T17:20:00,TRANSACTIONS
REL-0000655,ACC-000313,ACC-000314,TRANSACTED,0.0002,2026-08-01T16:00:00,2026-08-01T16:00:00,TRANSACTIONS
REL-0000656,ACC-000314,ACC-000315,TRANSACTED,0.0002,2026-08-01T16:09:00,2026-08-01T16:09:00,TRANSACTIONS
REL-0000657,ACC-000315,ACC-000316,TRANSACTED,0.0002,2026-08-01T16:21:00,2026-08-01T16:21:00,TRANSACTIONS
REL-0000658,ACC-000316,ACC-000317,TRANSACTED,0.0002,2026-08-01T16:23:00,2026-08-01T16:23:00,TRANSACTIONS
REL-0000659,ACC-000317,ACC-000001,TRANSACTED,0.0002,2026-08-01T17:06:00,2026-08-01T17:06:00,TRANSACTIONS
REL-0000660,ACC-000318,ACC-000319,TRANSACTED,0.0003,2026-08-06T11:00:00,2026-08-06T11:00:00,TRANSACTIONS
REL-0000661,ACC-000319,ACC-000320,TRANSACTED,0.0003,2026-08-06T11:14:00,2026-08-06T11:14:00,TRANSACTIONS
